exception@;@min_config@;@times@;@lines
java.lang.NullPointerException@;@[]@;@1@;@["org.apache.hadoop.hbase.security.token.TestFsDelegationToken#acquireDelegationTokenByTokenKind_rejects_null_token_kind@;@java.lang.NullPointerException@;@tokenKind:null@;@java.lang.NullPointerException: tokenKind:null,at java.base/java.util.Objects.requireNonNull(Objects.java:246),at org.apache.hadoop.hbase.security.token.FsDelegationToken.acquireDelegationToken(FsDelegationToken.java:95),at org.apache.hadoop.hbase.security.token.TestFsDelegationToken.acquireDelegationTokenByTokenKind_rejects_null_token_kind(TestFsDelegationToken.java:103),at org.apache.hadoop.hbase.security.token.TestFsDelegationToken.acquireDelegationTokenByTokenKind_rejects_null_token_kind$$CONFUZZ(TestFsDelegationToken.java),at java.base/java.lang.reflect.Method.invoke(Method.java:566),at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59),at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12),at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner$1.evaluate(TrialRunner.java:59),at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26),at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65),at edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222),at edu.berkeley.cs.jqf.fuzz.junit.quickcheck.FuzzStatement.evaluate(FuzzStatement.java:144),at org.junit.runners.BlockJUnit4ClassRunner$1.evaluate(BlockJUnit4ClassRunner.java:100),at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:366),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:103),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:63),at org.junit.runners.ParentRunner$4.run(ParentRunner.java:331),at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:79),at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:329),at org.junit.runners.ParentRunner.access$100(ParentRunner.java:66),at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:293),at org.apache.hadoop.hbase.SystemExitRule$1.evaluate(SystemExitRule.java:39),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:299),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:293),at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264),at java.base/java.lang.Thread.run(Thread.java:829),@;@PASS@;@java.lang.NullPointerException@;@tokenKind:null@;@java.lang.NullPointerException: tokenKind:null,at java.base/java.util.Objects.requireNonNull(Objects.java:246),at org.apache.hadoop.hbase.security.token.FsDelegationToken.acquireDelegationToken(FsDelegationToken.java:95),at org.apache.hadoop.hbase.security.token.TestFsDelegationToken.acquireDelegationTokenByTokenKind_rejects_null_token_kind(TestFsDelegationToken.java:103),at org.apache.hadoop.hbase.security.token.TestFsDelegationToken.acquireDelegationTokenByTokenKind_rejects_null_token_kind$$CONFUZZ(TestFsDelegationToken.java),at java.base/java.lang.reflect.Method.invoke(Method.java:566),at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59),at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12),at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner$1.evaluate(TrialRunner.java:59),at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26),at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65),at edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222),at edu.berkeley.cs.jqf.fuzz.junit.quickcheck.FuzzStatement.evaluate(FuzzStatement.java:144),at org.junit.runners.BlockJUnit4ClassRunner$1.evaluate(BlockJUnit4ClassRunner.java:100),at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:366),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:103),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:63),at org.junit.runners.ParentRunner$4.run(ParentRunner.java:331),at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:79),at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:329),at org.junit.runners.ParentRunner.access$100(ParentRunner.java:66),at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:293),at org.apache.hadoop.hbase.SystemExitRule$1.evaluate(SystemExitRule.java:39),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:299),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:293),at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264),at java.base/java.lang.Thread.run(Thread.java:829),@;@/home/ctestfuzz/fuzz-hbase/hbase-server/target/meringue/org.apache.hadoop.hbase.security.token.TestFsDelegationToken/acquireDelegationTokenByTokenKind_rejects_null_token_kind/campaign/failures/debug_000000@;@{}@;@['debug_000000']\n"]
java.lang.AssertionError@;@["zookeeper.session.timeout"]@;@1@;@["org.apache.hadoop.hbase.security.token.TestZKSecretWatcher#testKeyUpdate@;@java.lang.AssertionError@;@No message@;@java.lang.AssertionError,at org.junit.Assert.fail(Assert.java:87),at org.junit.Assert.assertTrue(Assert.java:42),at org.junit.Assert.assertTrue(Assert.java:53),at org.apache.hadoop.hbase.security.token.TestZKSecretWatcher.testKeyUpdate(TestZKSecretWatcher.java:140),at org.apache.hadoop.hbase.security.token.TestZKSecretWatcher.testKeyUpdate$$CONFUZZ(TestZKSecretWatcher.java),at java.base/java.lang.reflect.Method.invoke(Method.java:566),at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59),at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12),at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner$1.evaluate(TrialRunner.java:59),at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65),at edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222),at edu.berkeley.cs.jqf.fuzz.junit.quickcheck.FuzzStatement.evaluate(FuzzStatement.java:144),at org.junit.runners.BlockJUnit4ClassRunner$1.evaluate(BlockJUnit4ClassRunner.java:100),at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:366),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:103),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:63),at org.junit.runners.ParentRunner$4.run(ParentRunner.java:331),at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:79),at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:329),at org.junit.runners.ParentRunner.access$100(ParentRunner.java:66),at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:293),at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26),at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27),at org.apache.hadoop.hbase.SystemExitRule$1.evaluate(SystemExitRule.java:39),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:299),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:293),at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264),at java.base/java.lang.Thread.run(Thread.java:829),@;@DIFFERENT@;@java.lang.AssertionError@;@No message@;@java.lang.AssertionError,at org.junit.Assert.fail(Assert.java:87),at org.junit.Assert.assertTrue(Assert.java:42),at org.junit.Assert.assertTrue(Assert.java:53),at org.apache.hadoop.hbase.security.token.TestZKSecretWatcher.testKeyUpdate(TestZKSecretWatcher.java:140),at org.apache.hadoop.hbase.security.token.TestZKSecretWatcher.testKeyUpdate$$CONFUZZ(TestZKSecretWatcher.java),at java.base/java.lang.reflect.Method.invoke(Method.java:566),at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59),at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12),at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner$1.evaluate(TrialRunner.java:59),at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306),at edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65),at edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222),at edu.berkeley.cs.jqf.fuzz.junit.quickcheck.FuzzStatement.evaluate(FuzzStatement.java:144),at org.junit.runners.BlockJUnit4ClassRunner$1.evaluate(BlockJUnit4ClassRunner.java:100),at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:366),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:103),at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:63),at org.junit.runners.ParentRunner$4.run(ParentRunner.java:331),at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:79),at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:329),at org.junit.runners.ParentRunner.access$100(ParentRunner.java:66),at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:293),at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26),at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27),at org.apache.hadoop.hbase.SystemExitRule$1.evaluate(SystemExitRule.java:39),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:299),at org.junit.internal.runners.statements.FailOnTimeout$CallableStatement.call(FailOnTimeout.java:293),at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264),at java.base/java.lang.Thread.run(Thread.java:829),@;@/home/ctestfuzz/fuzz-hbase/hbase-server/target/meringue/org.apache.hadoop.hbase.security.token.TestZKSecretWatcher/testKeyUpdate/campaign/failures/debug_000000@;@{'zookeeper.session.timeout': '-1477518477'}@;@['debug_000000']\n"]
