test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.zeppelin.interpreter.lifecycle.TimeoutLifecycleManagerTest#testTimeout_1@;@141@;@141@;@86@;@21@;@3@;@3401@;@7866@;@141@;@29m 16s
org.apache.zeppelin.interpreter.InterpreterSettingManagerTest#testInitInterpreterSettingManager@;@18@;@20@;@619@;@619@;@0@;@6413@;@6421@;@20@;@29m 52s
org.apache.zeppelin.interpreter.remote.RemoteInterpreterOutputTestStream#testInterpreterOutputStreamOnly@;@15@;@17@;@1955@;@0@;@1@;@6231@;@6250@;@17@;@29m 52s
org.apache.zeppelin.interpreter.remote.RemoteInterpreterOutputTestStream#testOutputType@;@15@;@21@;@1989@;@0@;@1@;@5460@;@8338@;@21@;@29m 53s
org.apache.zeppelin.notebook.NotebookTest#testGetAllNotesWithDifferentPermissions@;@24@;@29@;@1661@;@1661@;@0@;@4134@;@7076@;@29@;@29m 52s
org.apache.zeppelin.search.LuceneSearchTest#canDeleteNull@;@6@;@7@;@42745@;@42742@;@1@;@2479@;@2665@;@7@;@29m 54s
org.apache.zeppelin.notebook.repo.NotebookRepoSyncTest#testCheckpointOneStorage@;@23@;@25@;@1046@;@1046@;@0@;@9181@;@9343@;@25@;@29m 51s
org.apache.zeppelin.interpreter.remote.RemoteInterpreterTest#testScopedMode@;@141@;@141@;@334@;@298@;@1@;@5253@;@8182@;@141@;@29m 43s
org.apache.zeppelin.interpreter.remote.RemoteInterpreterTest#testRemoteInterperterErrorStatus@;@141@;@141@;@292@;@208@;@2@;@7944@;@8018@;@141@;@29m 46s
org.apache.zeppelin.notebook.repo.VFSNotebookRepoTest#testUpdateSettings@;@4@;@4@;@267913@;@267913@;@0@;@1755@;@1755@;@4@;@29m 55s
org.apache.zeppelin.notebook.NotebookTest#testRunAll@;@139@;@139@;@289@;@254@;@1@;@5039@;@9147@;@139@;@29m 45s
org.apache.zeppelin.interpreter.install.InstallInterpreterTest#installAll@;@5@;@5@;@721@;@721@;@0@;@12122@;@12159@;@5@;@29m 50s
org.apache.zeppelin.interpreter.ManagedInterpreterGroupTest#testInterpreterGroup@;@9@;@9@;@332591@;@332591@;@0@;@1418@;@1423@;@9@;@29m 56s
org.apache.zeppelin.resource.DistributedResourcePoolTest#testRemoteDistributedResourcePool@;@141@;@141@;@183@;@132@;@2@;@5090@;@8098@;@141@;@29m 36s
org.apache.zeppelin.conf.ZeppelinConfigurationTest#getConfigFSPath@;@19@;@19@;@72467@;@72467@;@0@;@3861@;@3861@;@19@;@29m 55s
org.apache.zeppelin.conf.ZeppelinConfigurationTest#isPathWithSchemeTestFalse@;@16@;@16@;@68312@;@68312@;@0@;@3841@;@3841@;@16@;@29m 55s
org.apache.zeppelin.notebook.repo.NotebookRepoSyncInitializationTest#initUnsupportedNumberStoragesTest@;@6@;@7@;@239859@;@239859@;@0@;@1687@;@1688@;@7@;@29m 56s
org.apache.zeppelin.notebook.ParagraphTest#replNameEndsWithWhitespace@;@17@;@22@;@1870@;@1870@;@0@;@3292@;@7646@;@22@;@29m 54s
org.apache.zeppelin.interpreter.InterpreterSettingManagerTest#testInterpreterIncludeExcludeTogether@;@16@;@22@;@744@;@744@;@0@;@6451@;@6462@;@22@;@29m 52s
org.apache.zeppelin.notebook.NotebookTest#testSchedulePoolUsage@;@139@;@139@;@60@;@56@;@1@;@6372@;@9382@;@139@;@29m 22s
org.apache.zeppelin.notebook.NotebookTest#testResourceRemovealOnParagraphNoteRemove@;@139@;@139@;@167@;@150@;@1@;@4483@;@9289@;@139@;@29m 38s
org.apache.zeppelin.conf.ZeppelinConfigurationTest#getAllowedOrigins1Test@;@16@;@16@;@78256@;@78256@;@0@;@3845@;@3845@;@16@;@29m 55s
org.apache.zeppelin.notebook.repo.NotebookRepoSyncInitializationTest#invalidInitTwoStorageTest@;@7@;@7@;@336269@;@336269@;@0@;@1543@;@1543@;@7@;@29m 55s
