test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractDelete#testDeleteNonexistentPathRecursive@;@532@;@536@;@3362@;@3362@;@0@;@4508@;@7222@;@97@;@29m 36s
org.apache.hadoop.hdfs.web.TestWebHdfsTokens#testNoTokenForGetToken@;@39@;@39@;@11282@;@11282@;@0@;@2742@;@2742@;@28@;@29m 52s
org.apache.hadoop.hdfs.TestDFSStripedOutputStreamWithFailure#testAddBlockWhenNoSufficientDataBlockNumOfNodes@;@525@;@536@;@2246@;@0@;@14@;@2449@;@3748@;@116@;@29m 39s
org.apache.hadoop.hdfs.TestDFSStripedOutputStreamWithFailure#testAddBlockWhenNoSufficientParityNumOfNodes@;@533@;@544@;@2694@;@0@;@14@;@2304@;@3714@;@116@;@29m 30s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRenameSymlinkToExistingFile@;@531@;@531@;@1889@;@1889@;@0@;@12765@;@14707@;@2@;@29m 34s
org.apache.hadoop.hdfs.TestFileAppend3#testAppendToPartialChunk@;@525@;@526@;@1882@;@1882@;@0@;@13919@;@16508@;@3@;@29m 28s
org.apache.hadoop.hdfs.TestStoragePolicyPermissionSettings#testStoragePolicyPermissionDisabled@;@525@;@525@;@2805@;@2805@;@0@;@12667@;@14736@;@97@;@29m 35s
org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.TestReservedSpaceCalculator#testReservedSpacePercentagePerStorageType@;@4@;@4@;@13197@;@13197@;@0@;@2081@;@2081@;@4@;@29m 55s
org.apache.hadoop.hdfs.server.namenode.ha.TestStandbyCheckpoints#testCheckpointBeforeNameNodeInitializationIsComplete@;@663@;@674@;@1341@;@0@;@11@;@2262@;@3718@;@180@;@29m 31s
org.apache.hadoop.hdfs.TestCrcCorruption#testCrcCorruption@;@48@;@48@;@5568@;@0@;@1@;@2221@;@2223@;@20@;@29m 53s
org.apache.hadoop.hdfs.server.datanode.TestStartSecureDataNode#testWebServerAddrBindException@;@9@;@9@;@4791@;@4791@;@0@;@1841@;@1843@;@6@;@29m 56s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestXAttrWithSnapshot#testXAttrForSnapshotRootAfterRemove@;@525@;@525@;@3679@;@0@;@2@;@18366@;@18369@;@461@;@29m 33s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRenameFileViaSymlink@;@531@;@531@;@2182@;@2182@;@0@;@12894@;@14830@;@4@;@29m 34s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testStatLinkToFile@;@531@;@531@;@2505@;@2505@;@0@;@12670@;@14599@;@4@;@29m 36s
org.apache.hadoop.hdfs.server.namenode.TestCommitBlockSynchronization#testCommitBlockSynchronizationWithClose@;@207@;@220@;@691@;@0@;@12@;@1912@;@3577@;@112@;@29m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestFailureOfSharedDir#testSharedDirsComeFirstInEditsList@;@30@;@30@;@4830@;@4830@;@0@;@1756@;@1756@;@3@;@29m 55s
org.apache.hadoop.tools.TestHdfsConfigFields#testCompareXmlAgainstConfigurationClass@;@474@;@474@;@4534@;@4534@;@0@;@1876@;@1884@;@474@;@29m 56s
org.apache.hadoop.hdfs.TestDFSUtil#testGetHaNnHttpAddresses@;@21@;@21@;@5384@;@5384@;@0@;@1890@;@1899@;@11@;@29m 55s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeResourceChecker#testChecking2NameDirsOnOneVolume@;@35@;@35@;@4550@;@4550@;@0@;@1861@;@1862@;@8@;@29m 55s
org.apache.hadoop.hdfs.server.namenode.ha.TestObserverNode#testNoObserverToActive@;@695@;@723@;@9@;@0@;@1@;@8230@;@8755@;@22@;@27m 41s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testSetPermissionCannotSetAclBit@;@522@;@529@;@2846@;@2846@;@0@;@12258@;@14808@;@29@;@29m 34s
org.apache.hadoop.hdfs.tools.TestDFSHAAdmin#testFencingConfigPerNameNode@;@97@;@98@;@3621@;@3619@;@1@;@2574@;@2832@;@95@;@29m 52s
