test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testAddlabelWithCase@;@13@;@13@;@5784@;@5784@;@0@;@2038@;@2038@;@2@;@29m 55s
org.apache.hadoop.yarn.logaggregation.filecontroller.ifile.TestLogAggregationIndexedFileController#testFetchApplictionLogsHar@;@44@;@44@;@6691@;@6677@;@3@;@2118@;@3686@;@21@;@29m 55s
org.apache.hadoop.yarn.nodelabels.TestNodeLabelUtil#testIsNodeAttributesEquals@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.yarn.TestContainerLaunchRPC#testHadoopProtoRPCTimeout@;@1@;@73@;@534@;@419@;@10@;@4872@;@5505@;@39@;@29m 44s
org.apache.hadoop.yarn.conf.TestYarnConfiguration#testGetSocketAddressForNMWithHA@;@7@;@7@;@5217@;@5217@;@0@;@1731@;@1733@;@4@;@29m 55s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetResourceProfileRequestPBImpl@;@11@;@11@;@6059@;@6059@;@0@;@1767@;@1767@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetResourceProfileResponsePBImpl@;@11@;@11@;@5854@;@5854@;@0@;@2002@;@2002@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testMoveApplicationAcrossQueuesRequestPBImpl@;@11@;@11@;@5736@;@5736@;@0@;@1889@;@1889@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetClusterNodeAttributesRequestPBImpl@;@11@;@11@;@5220@;@5220@;@0@;@1719@;@1719@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testNodeReportPBImpl@;@11@;@11@;@5607@;@5607@;@0@;@2798@;@2798@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetApplicationsResponsePBImpl@;@11@;@11@;@5785@;@5785@;@0@;@2805@;@2805@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testNodeAttributeKeyPBImpl@;@11@;@11@;@5187@;@5187@;@0@;@1785@;@1785@;@0@;@29m 54s
org.apache.hadoop.yarn.api.records.TestResourceUtilization#testResourceUtilization@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogsBlock#testAggregatedLogsBlock@;@45@;@48@;@3833@;@2756@;@6@;@2501@;@4240@;@23@;@29m 52s
org.apache.hadoop.yarn.api.TestApplicatonReport#testApplicationReport@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetResourceInformationWithDiffUnits@;@25@;@52@;@4968@;@0@;@3@;@2015@;@2965@;@49@;@29m 55s
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetResourceInformation@;@25@;@52@;@4953@;@0@;@4@;@2013@;@2977@;@50@;@29m 55s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetNodesToAttributesRequestPBImpl@;@11@;@11@;@5814@;@5814@;@0@;@1857@;@1857@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetContainerReportResponsePBImpl@;@11@;@11@;@5977@;@5977@;@0@;@2587@;@2587@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testRemoveFromClusterNodeLabelsRequestPBImpl@;@11@;@11@;@6007@;@6007@;@0@;@1854@;@1854@;@0@;@29m 53s
org.apache.hadoop.yarn.util.TestFSDownload#testDirDownload@;@1@;@33@;@10947@;@0@;@2@;@1950@;@2146@;@5@;@29m 54s
org.apache.hadoop.yarn.security.TestDockerClientConfigHandler#testWriteDockerCredentialsToPath@;@29@;@29@;@11519@;@11518@;@1@;@3548@;@3594@;@4@;@29m 55s
org.apache.hadoop.yarn.webapp.TestWebApp#testServePathsNoName@;@35@;@47@;@18@;@1@;@5@;@6856@;@8010@;@37@;@4m 8s
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogsBlock#testAccessDenied@;@45@;@48@;@3568@;@2578@;@6@;@2501@;@4085@;@23@;@29m 53s
org.apache.hadoop.yarn.client.TestClientRMProxy#testProxyUserCorrectUGI@;@54@;@54@;@0@;@0@;@0@;@0@;@0@;@0@;@2s
org.apache.hadoop.yarn.util.resource.TestResources#testAdd@;@15@;@15@;@5180@;@5180@;@0@;@1815@;@1815@;@0@;@29m 55s
org.apache.hadoop.yarn.api.TestPBImplRecords#testStartContainersRequestPBImpl@;@11@;@11@;@5709@;@5709@;@0@;@2920@;@2920@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testSerializedExceptionPBImpl@;@11@;@11@;@5648@;@5648@;@0@;@1735@;@1735@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testRefreshUserToGroupsMappingsResponsePBImpl@;@11@;@11@;@5775@;@5775@;@0@;@1719@;@1719@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testCancelDelegationTokenResponsePBImpl@;@11@;@11@;@5374@;@5374@;@0@;@1692@;@1692@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testContainerReportPBImpl@;@11@;@11@;@5984@;@5984@;@0@;@2623@;@2623@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetContainerStatusesRequestPBImpl@;@11@;@11@;@5999@;@5999@;@0@;@1899@;@1899@;@0@;@29m 54s
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogFormat#testReadAcontainerLogs1@;@27@;@34@;@4336@;@3070@;@6@;@2478@;@3801@;@9@;@29m 53s
org.apache.hadoop.yarn.security.TestYARNTokenIdentifier#testNMTokenIdentifierOldFormat@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.yarn.security.TestDockerClientConfigHandler#testReadCredentialsFromConfigFile@;@29@;@29@;@9583@;@8700@;@5@;@2890@;@2914@;@8@;@29m 55s
org.apache.hadoop.yarn.TestRPCFactories#test@;@58@;@58@;@18@;@12@;@5@;@1748@;@2510@;@35@;@29m 37s
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetNodeResourcesRedefineFpgaErrors@;@7@;@34@;@3872@;@3326@;@1@;@2005@;@3007@;@34@;@29m 54s
