test_name,minConfigSize,maxConfigSize,num_of_executed_rounds,num_of_valid_rounds,unique_failures,init_coverage,total_coverage,fuzzing_time
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testGlobStatusWithMultipleMatchesOfSingleChar,531,532,1524,1524,0,12167,14500,14m 31s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testMkdirs,529,529,1250,1250,0,7858,11583,14m 27s
org.apache.hadoop.hdfs.TestQuota#testSpaceQuotaExceptionOnClose,531,531,1455,1455,0,6340,8664,14m 31s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testMkdirs,525,532,1842,1842,0,1219,5119,14m 32s
org.apache.hadoop.hdfs.TestDFSShell#testRemoteException,525,526,1334,1334,0,4644,7221,14m 33s
org.apache.hadoop.security.TestPermissionSymlinks#testAclRenameSrcNotWritableFS,525,525,1171,1171,0,13271,15318,14m 30s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testGlobStatusFilterWithEmptyPathResults,523,524,1474,1474,0,6028,8251,14m 33s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testUMaskDefaultAclNewDir,522,525,1578,1578,0,6624,8753,14m 35s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testModifyAclEntriesOnlyAccess,522,529,1402,1402,0,16133,18531,14m 29s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testDefaultAclRenamedFile,522,529,1333,1333,0,16309,18149,14m 31s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testDefaultMinimalAclNewFile,522,529,1396,1396,0,16129,17915,14m 31s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testSetPermission,522,529,1525,1525,0,12186,14639,14m 33s
org.apache.hadoop.hdfs.TestListFilesInDFS#testShutdown,525,525,1575,0,2,0,0,14m 36s
org.apache.hadoop.hdfs.TestErasureCodingMultipleRacks#testSkewedRack2,526,526,2067,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestStandbyCheckpoints#testCheckpointSucceedsWithLegacyOIVException,663,663,2269,0,4,0,0,14m 35s
org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testBlocksAddedWhileInSafeMode,629,629,2199,0,4,0,0,14m 36s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testRemoveXAttr,623,623,2084,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testRename,623,623,2140,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testUpdatePipeline,623,623,2353,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testDelete,623,623,2141,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testAppend,623,623,2197,0,4,0,0,14m 34s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testRename2,623,623,2047,0,4,0,0,14m 34s
org.apache.hadoop.hdfs.server.balancer.TestBalancerWithHANameNodes#testBalancerWithHANameNodes,616,616,2106,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.server.datanode.TestBlockScanner#testDatanodeCursor,529,529,1953,0,2,0,0,14m 34s
org.apache.hadoop.hdfs.TestListFilesInFileContext#testDirectory,523,523,837,837,0,12096,13921,14m 31s
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams#testByteBufferRead,529,530,747,747,0,13687,14783,14m 34s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testGlobStatusWithMultipleWildCardMatches,548,548,1115,1115,0,10599,12060,14m 27s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testRenameFileMoveToExistingDirectory,525,532,1190,1190,0,8995,12230,14m 26s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testMoveFileUnderParent,525,532,1091,1091,0,8995,12007,14m 25s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testLengthParamLongerThanFile,525,533,1272,1272,0,10062,10376,14m 26s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRenameDirToSymlinkToFile,531,531,1121,1121,0,12312,14170,14m 32s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRenameFileViaSymlink,531,531,1015,1015,0,12484,14386,14m 32s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRenameAcrossFileSystemsViaLink,531,532,1014,1014,0,12479,14290,14m 32s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRenameSymlinkToFileItLinksTo,531,531,991,991,0,12459,14260,14m 32s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testMkdirsFailsForSubdirectoryOfExistingFile,523,524,1270,1270,0,12023,14066,14m 30s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testWriteReadAndDeleteOneBlock,523,525,1146,1146,0,12814,15355,14m 28s
org.apache.hadoop.hdfs.TestFileAppend2#testSimpleAppend2,526,526,1951,0,4,0,0,14m 40s
org.apache.hadoop.hdfs.server.namenode.TestFSNamesystemMBean#testWithFSNamesystemWriteLock,522,522,2109,0,4,0,0,14m 40s
org.apache.hadoop.hdfs.server.namenode.ha.TestStandbyCheckpoints#testNewDirInitAfterCheckpointing,660,660,2115,0,4,0,0,14m 40s
org.apache.hadoop.hdfs.TestEncryptionZones#testTrashStickyBit,545,545,2023,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.TestViewDistributedFileSystem#testStorageFavouredNodes,531,531,1851,0,4,0,0,14m 41s
org.apache.hadoop.hdfs.web.TestWebHdfsUrl#testWebHdfsPathWithSemicolon,532,532,1772,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.TestFsDatasetImpl#testTransferAndNativeCopyMetrics,528,528,2222,0,2,0,0,14m 39s
org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.TestFsDatasetImpl#testReadLockCanBeDisabledByConfig,522,522,1931,0,2,0,0,14m 39s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestSnapshotDeletion#testDeleteSnapshotWithPermissionsDisabled,525,525,1757,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.TestFileChecksumCompositeCrc#testStripedFileChecksumWithMissedDataBlocksRangeQuery,529,529,1786,0,4,0,0,14m 40s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testCreateSnapshot,623,623,2284,0,4,0,0,14m 38s
org.apache.hadoop.hdfs.TestRollingUpgradeDowngrade#testRejectNewFsImage,421,421,1808,0,4,0,0,14m 41s
org.apache.hadoop.hdfs.server.datanode.TestDataXceiverLazyPersistHint#testWithLocalClient,71,71,2223,2223,0,1173,1173,14m 50s
org.apache.hadoop.hdfs.qjournal.TestMiniJournalCluster#testStartStop,133,144,88,0,3,0,0,1m 26s
org.apache.hadoop.hdfs.server.namenode.TestFsLimits#testParentDirectoryNameIsCorrect,202,214,130,0,4,0,0,14m 41s
org.apache.hadoop.hdfs.server.namenode.TestFsLimits#testMaxComponentLength,202,209,57,0,3,0,0,14m 31s
org.apache.hadoop.hdfs.server.namenode.TestFsLimits#testMaxDirItems,202,204,55,0,2,0,0,14m 36s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkFallback#testInternalDeleteExisting2,611,627,894,0,2,0,0,14m 18s
org.apache.hadoop.hdfs.web.TestWebHdfsUrl#testSecureAuthParamsInUrl,43,48,1977,1651,7,2455,2613,14m 50s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNodeMXBean#testJournalNodeMXBean,133,144,42,0,3,0,0,38s
org.apache.hadoop.hdfs.server.namenode.TestClusterId#testFormatWithNonInteractiveAndForce,216,216,2393,0,4,0,0,14m 51s
org.apache.hadoop.hdfs.protocol.datatransfer.sasl.TestSaslDataTransfer#testSaslDataTransferWithUntrustedServerUntrustedClient,36,36,2038,2038,0,1076,1076,14m 51s
org.apache.hadoop.hdfs.qjournal.TestNNWithQJM#testEdits,133,144,3,0,3,0,0,4s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testJournalNodeStartupFailsCleanly,93,105,2,0,2,0,0,4s
org.apache.hadoop.hdfs.server.namenode.TestFSImage#testLoadMtimeAtime,525,525,1755,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.TestFileAppend#testAppend2Twice,525,525,1935,0,2,0,0,14m 41s
org.apache.hadoop.hdfs.server.balancer.TestBalancerLongRunningTasks#testMaxIterationTime,513,513,1626,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testComplexFailoverIntoSafemode,629,629,2322,0,4,0,0,14m 38s
org.apache.hadoop.hdfs.server.namenode.ha.TestPipelinesFailover#testWriteOverGracefulFailoverWithDnFail,653,653,2058,0,4,0,0,14m 35s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestDiffListBySkipList#testRemove,421,421,117,0,5,0,0,14m 36s
org.apache.hadoop.hdfs.server.datanode.TestDataNodeMetrics#testTimeoutMetric,525,525,1681,0,4,0,0,14m 38s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testSelectThreadCounts,135,146,11,0,2,0,0,14s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testOutOfSyncAtBeginningOfSegment2,141,153,129,0,3,0,0,12m 42s
org.apache.hadoop.hdfs.TestDecommissionWithBackoffMonitor#testCountOnDecommissionedNodeList,553,553,1859,0,7,0,0,14m 40s
org.apache.hadoop.hdfs.server.namenode.ha.TestEditLogsDuringFailover#testFailoverFinalizesAndReadsInProgressWithPartialTxAtEnd,509,509,1868,0,4,0,0,14m 41s
org.apache.hadoop.hdfs.TestDecommissionWithStriped#testDecommission,527,527,1783,0,5,0,0,14m 39s
org.apache.hadoop.fs.TestFcHdfsCreateMkdir#testMkdirRecursiveWithExistingDir,523,523,1702,1702,0,5155,7503,14m 34s
org.apache.hadoop.fs.TestFcHdfsCreateMkdir#testMkdirNonRecursiveWithExistingDir,523,523,1708,1708,0,5234,7660,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testModifyAclEntriesMinimal,522,526,1501,1501,0,7502,9616,14m 36s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractOpen#testOpenFileNullStatus,522,526,1600,1600,0,3875,7529,14m 33s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testListStatusThrowsExceptionForUnreadableDir,531,532,1768,1768,0,11431,13871,14m 32s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testGlobStatusThrowsExceptionForUnreadableDir,531,532,1419,1419,0,11756,14092,14m 30s
org.apache.hadoop.hdfs.TestIsMethodSupported#testDatanodeProtocol,522,522,1558,1558,0,2947,5344,14m 34s
org.apache.hadoop.hdfs.TestQuota#testClrQuotaOnRoot,531,531,1581,1581,0,3818,6465,14m 33s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testListStatus,525,532,1708,1708,0,1216,5219,14m 29s
org.apache.hadoop.hdfs.TestDFSOutputStream#testCloseTwice,522,525,1543,1543,0,6137,8585,14m 31s
org.apache.hadoop.TestGenericRefresh#testUnregistration,590,591,1502,1502,0,3940,6290,14m 30s
org.apache.hadoop.fs.viewfs.TestViewFileSystemOverloadSchemeWithHdfsScheme#testMountTableNameShouldIgnorePortFromURI,522,535,1641,1641,0,6250,8385,14m 36s
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams#testReadFully,529,531,1050,1050,0,13882,14957,14m 35s
org.apache.hadoop.hdfs.server.blockmanagement.TestHostFileManager#testIncludeExcludeLists,59,61,1083,1069,1,2008,2169,14m 48s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testRenameFileToDestinationWithParentFile,531,533,725,725,0,20236,21116,14m 29s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testRenameDirectoryAsNonEmptyDirectory,529,530,609,609,0,17313,19636,14m 24s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testCreateFlagOverwriteExistingFile,529,530,706,706,0,17379,19016,14m 27s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testMkdirsFailsForSubdirectoryOfExistingFile,529,530,867,867,0,17218,18975,14m 26s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testRenameFileAsExistingDirectory,529,530,734,734,0,17170,18930,14m 26s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testBuilderCreateRecursive,548,549,644,644,0,18995,19970,14m 26s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testRenameFileToExistingParent,548,549,664,664,0,18489,20155,14m 25s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testMkdirsFailsForSubdirectoryOfExistingFile,548,549,673,673,0,18893,19999,14m 22s
org.apache.hadoop.hdfs.server.datanode.checker.TestStorageLocationChecker#testTimeoutInCheck,31,31,673,663,1,2226,2272,14m 52s
org.apache.hadoop.hdfs.server.namenode.ha.TestUpdateBlockTailing#testStandbyAppendNewBlock,664,678,494,494,0,13451,15698,14m 21s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testSeekReadClosedFile,522,528,1456,1442,0,11244,13289,14m 34s
org.apache.hadoop.hdfs.TestParallelShortCircuitLegacyRead#testParallelNoChecksums,522,525,0,0,0,0,0,6m 56s
org.apache.hadoop.hdfs.TestParallelShortCircuitLegacyRead#testParallelReadByteBuffer,522,525,0,0,0,0,0,6m 15s
org.apache.hadoop.hdfs.TestParallelRead#testParallelReadCopying,522,526,0,0,0,0,0,7m 56s
org.apache.hadoop.hdfs.TestParallelRead#testParallelReadMixed,522,526,0,0,0,0,0,6m 53s
org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics#testFileAdd,9,526,0,0,0,0,0,7m 55s
org.apache.hadoop.hdfs.server.namenode.TestReencryptionHandler#testThrottleAccumulatingTasks,36,36,435,7,6,1187,1187,14m 42s
org.apache.hadoop.hdfs.server.namenode.TestReencryptionHandler#testThrottleNoOp,36,36,251,8,5,1017,1017,14m 48s
org.apache.hadoop.hdfs.server.namenode.TestReencryptionHandler#testThrottle,36,36,393,6,5,1047,1047,14m 37s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestRenameWithSnapshots#testRenameFileAndDeleteSnapshot,525,525,28,9,3,26278,26533,14m 18s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestRenameWithSnapshots#testRenameMoreThanOnceAcrossSnapDirs,525,525,20,8,2,26474,26898,13m 58s
org.apache.hadoop.hdfs.TestStateAlignmentContextWithHA#testMultiClientStatesWithRandomFailovers,695,724,5,5,0,15280,16365,11m 35s
org.apache.hadoop.hdfs.TestTrashWithSecureEncryptionZones#testDeleteWithSkipTrash,644,649,804,804,0,13377,15376,14m 23s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testOverwrite,531,532,720,720,0,20336,21710,14m 28s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testDeleteRecursively,531,532,698,698,0,19879,21253,14m 26s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testRenameFileToDestinationWithParentFile,529,529,644,644,0,17188,18977,14m 27s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testWriteReadAndDeleteTwoBlocks,529,530,686,686,0,18205,19913,14m 27s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testBuilderCreateNonExistingFile,529,529,804,804,0,17150,18970,14m 26s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testBuilderCreateAppendNonExistingFile,529,529,699,699,0,17195,19494,14m 25s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testRenameFileAsExistingFile,529,529,698,698,0,17467,19132,14m 27s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testInputStreamClosedTwice,548,548,694,694,0,18316,20593,14m 24s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testSetVerifyChecksum,548,549,655,655,0,20065,21206,14m 24s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testConcat,531,531,643,643,0,12312,14172,14m 30s
org.apache.hadoop.hdfs.server.namenode.TestDiskspaceQuotaUpdate#testUpdateQuotaForAppend,522,525,664,664,0,14292,16468,14m 26s
org.apache.hadoop.hdfs.TestDecommissionWithStripedBackoffMonitor#testDecommissionTwoNodes,531,531,1608,0,5,0,0,14m 15s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkFallback#testInternalRenameToSlash,611,627,918,0,2,0,0,14m 17s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkFallback#testResolvePathMissingThroughMountPoints,611,627,840,0,2,0,0,14m 16s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkFallback#testFileStatusOnMountLink,611,627,800,0,2,0,0,14m 14s
org.apache.hadoop.hdfs.server.datanode.TestDataNodeRollingUpgrade#testDatanodeRollingUpgradeWithRollback,532,532,1684,0,4,0,0,14m 17s
org.apache.hadoop.hdfs.server.sps.TestExternalStoragePolicySatisfier#testMultipleLevelDirectoryForSatisfyStoragePolicy,538,538,1716,0,4,0,0,14m 19s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkMergeSlash#testGetMountPoints,611,628,874,0,2,0,0,14m 18s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkMergeSlash#testGetDelegationTokensWithCredentials,611,629,910,0,2,0,0,14m 18s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkMergeSlash#testGetContentSummary,611,628,843,0,2,0,0,14m 15s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkMergeSlash#testConfLinkMergeSlash,611,630,918,0,2,0,0,14m 17s
org.apache.hadoop.fs.viewfs.TestViewFileSystemLinkMergeSlash#testFileStatusOnMountLink,611,628,703,0,2,0,0,14m 13s
org.apache.hadoop.hdfs.TestDecommissionWithStriped#testFileFullBlockGroup,529,529,1628,0,5,0,0,14m 17s
org.apache.hadoop.fs.viewfs.TestViewFsFileStatusHdfs#testGetFileChecksum,534,534,1661,1,3,12658,12658,14m 30s
org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes#testSnapshotPathINodesWithAddedFile,525,525,1251,2,2,12147,13226,14m 31s
org.apache.hadoop.hdfs.TestQuota#testRenameInodeWithStorageType,531,531,824,824,0,11412,14152,14m 31s
org.apache.hadoop.hdfs.TestDFSShell#testPut,525,526,1606,1605,1,10688,11811,14m 29s
org.apache.hadoop.hdfs.server.namenode.TestDiskspaceQuotaUpdate#testTruncateOverQuota,522,537,1296,1,2,21263,21263,14m 20s
org.apache.hadoop.hdfs.TestDFSOutputStream#testNoLocalWriteFlag,522,525,1708,1,2,13438,13438,14m 29s
org.apache.hadoop.hdfs.TestFileAppend3#testTC1,525,526,1858,1,2,13851,13851,14m 28s
org.apache.hadoop.hdfs.TestFileAppend3#testTC2,525,526,1928,1,2,14554,14554,14m 25s
org.apache.hadoop.hdfs.TestFileAppend3#testTC12,525,526,1802,1,2,15807,15807,14m 23s
org.apache.hadoop.hdfs.TestFileAppend3#testTC1ForAppend2,525,526,2014,1,2,13814,13814,14m 23s
org.apache.hadoop.hdfs.TestFileAppend3#testTC2ForAppend2,525,526,1901,1,2,13863,13863,14m 24s
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate#testAST,525,526,1298,1,2,17938,17938,14m 1s
org.apache.hadoop.hdfs.server.namenode.ha.TestStandbyBlockManagement#testInvalidateBlock,623,623,1898,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.server.blockmanagement.TestBlockManagerSafeMode#testGetSafeModeTipsWithoutNumLiveDatanode,102,120,42,0,3,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testEnterSafeModeInANNShouldNotThrowNPE,629,629,2139,0,4,0,0,14m 38s
org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testEnterSafeModeInSBNShouldNotThrowNPE,629,629,2163,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.web.TestWebHDFS#testWebHdfsAllowandDisallowSnapshots,428,428,1879,0,4,0,0,14m 41s
org.apache.hadoop.hdfs.server.datanode.TestDataNodeVolumeMetrics#testVolumeMetrics,505,505,1967,0,4,0,0,14m 2s
org.apache.hadoop.hdfs.server.blockmanagement.TestBlockManager#testOneOfTwoRacksDecommissioned,103,116,40,0,3,0,0,14m 37s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testCreate,623,623,1993,0,4,0,0,14m 37s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testNewerVersionOfSegmentWins,142,153,162,0,3,0,0,2m 29s
org.apache.hadoop.hdfs.TestDecommissionWithBackoffMonitor#testPendingNodes,556,556,1760,0,6,0,0,14m 41s
org.apache.hadoop.hdfs.server.namenode.ha.TestFailoverWithBlockTokensEnabled#testFailoverAfterRegistration,656,656,2028,0,4,0,0,14m 39s
org.apache.hadoop.hdfs.server.namenode.TestReconstructStripedBlocks#testMissingStripedBlock,525,525,1794,0,4,0,0,14m 41s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testReadNullBuffer,522,528,1729,1720,0,1504,13319,14m 35s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testNegativeSeek,522,527,1626,34,0,3940,13305,14m 34s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractDelete#testDeleteSingleFile,522,526,1569,1569,0,1504,13021,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testRemoveAclEntriesMinimal,522,526,1458,1458,0,7725,9850,14m 35s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testGlobStatusWithNoMatchesInPath,531,532,1423,1423,0,12156,14450,14m 29s
org.apache.hadoop.hdfs.server.namenode.TestFileContextXAttr#testGetXAttrs,522,526,1402,1402,0,6717,8859,14m 35s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testCreateLinkToDot,531,531,1118,1118,0,11638,13755,14m 34s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testSnapshot,531,531,1418,1418,0,6366,8549,14m 34s
org.apache.hadoop.hdfs.tools.offlineImageViewer.TestOfflineImageViewerForXAttr#testWebImageViewerForGetXAttrsWithParameters,525,525,1633,1633,0,4901,5315,14m 32s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testListStatusFilterWithSomeMatches,523,524,1367,1367,0,5691,7947,14m 28s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testDefaultAclNewFileWithMode,522,525,1583,1583,0,7937,10032,14m 36s
org.apache.hadoop.fs.viewfs.TestViewFileSystemOverloadSchemeWithHdfsScheme#testNflyRename,522,536,1606,1606,0,6736,8901,14m 33s
org.apache.hadoop.hdfs.server.namenode.TestFsLimits#testMaxDirItemsRename,202,215,236,0,3,0,0,14m 31s
org.apache.hadoop.hdfs.server.namenode.TestFsLimits#testMaxComponentLengthRename,202,215,167,0,4,0,0,14m 26s
org.apache.hadoop.hdfs.server.namenode.TestFsLimits#testMaxDirItemsLimits,167,180,115,0,4,0,0,14m 33s
org.apache.hadoop.hdfs.server.datanode.TestDataXceiverBackwardsCompat#testBackwardsCompat,86,86,2009,1990,2,1257,1265,14m 50s
org.apache.hadoop.hdfs.server.namenode.TestClusterId#testNNFormatFailure,218,218,2631,0,4,0,0,14m 51s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManagerUnit#testFSEditLogAutoSyncToQuorumStream,46,47,2324,2264,2,2928,2986,14m 51s
org.apache.hadoop.hdfs.protocol.datatransfer.sasl.TestSaslDataTransfer#testSaslDataTransferWithTrustedServerTrustedClient,36,36,2118,2118,0,1076,1076,14m 51s
org.apache.hadoop.hdfs.server.namenode.TestFSNamesystem#testFSNamespaceClearLeases,221,221,2576,0,4,0,0,14m 50s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testJournalNodeSyncerNotStartWhenSyncEnabledIncorrectURI,95,107,102,0,3,0,0,1m 23s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testJournalCommonDirAcrossNameSpace,93,105,11,0,2,0,0,10s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testJournalDefaultDirForOneNameSpace,93,105,57,0,3,0,0,43s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeHttpServerXFrame#testSecondaryNameNodeXFrame,263,263,2367,0,2,0,0,14m 52s
org.apache.hadoop.hdfs.TestExtendedAcls#testRestrictAtSubDir,525,526,1216,1216,0,8990,11023,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractOpen#testOpenFileApplyAsyncRead,522,527,1293,1293,0,11322,13309,14m 31s
org.apache.hadoop.hdfs.server.namenode.TestSnapshotPathINodes#testSnapshotPathINodes,525,526,1239,1239,0,12251,14307,14m 29s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testWriteReadAndDeleteEmptyFile,525,533,1651,1651,0,5478,8982,14m 24s
org.apache.hadoop.hdfs.TestDFSShell#testChecksum,525,527,1349,1349,0,11151,13362,14m 33s
org.apache.hadoop.security.TestPermissionSymlinks#testAclRenameTargetNotWritableFC,525,527,1499,1499,0,13616,15522,14m 33s
org.apache.hadoop.security.TestPermissionSymlinks#testAclRenameSrcNotWritableFC,525,527,1436,1436,0,13386,15281,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractCreate#testCreatedFileIsVisibleOnFlush,522,527,1155,1155,0,10592,12998,14m 33s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testCreateFlagCreateAppendExistingFile,523,525,1066,1066,0,12966,14823,14m 29s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testDeleteRecursively,523,525,1406,1406,0,12101,14100,14m 31s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testBuilderCreateAppendNonExistingFile,523,525,1292,1292,0,12031,13983,14m 29s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testOwnerForInternalDir,523,537,1225,1225,0,12005,14398,14m 31s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testOnlyAccessAclNewFile,522,526,1487,1487,0,7758,9844,14m 35s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testOpenFileLazyFail,529,530,1596,1596,0,7591,10501,14m 28s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testDeleteEmptyDirectory,525,532,1814,1814,0,1219,5138,14m 26s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testListStatusRootDir,525,532,1591,1591,0,8981,12167,14m 29s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testCreateDanglingLink,531,531,1436,1436,0,5480,7802,14m 34s
org.apache.hadoop.hdfs.TestFileStatus#testListStatusOnFile,526,526,1754,1754,0,4353,6687,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractMkdir#testMkDirRmDir,522,526,1617,1617,0,1504,7233,14m 34s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testGlobStatusSomeMatchesInDirectories,523,524,1320,1320,0,6123,8338,14m 28s
org.apache.hadoop.fs.TestGlobPaths#testLocalFilesystem,526,526,1805,1785,2,2136,5354,14m 35s
org.apache.hadoop.fs.TestGlobPaths#testPathFilter,526,526,1671,1671,0,5877,7883,14m 35s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testModifyAclEntriesStickyBit,522,529,1529,1529,0,12264,14714,14m 33s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testModifyAclEntriesOnlyDefault,522,529,1414,1414,0,12261,14709,14m 32s
