test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.flink.core.fs.LimitedConnectionsConfigurationTest#testConnectionLimitingSettings@;@5@;@5@;@100000@;@0@;@6@;@475@;@520@;@5@;@2m 59s
org.apache.flink.api.common.operators.base.FlatMapOperatorCollectionTest#testExecuteOnCollection@;@1@;@1@;@334246@;@334246@;@0@;@143@;@143@;@1@;@29m 56s
org.apache.flink.api.common.io.DelimitedInputFormatTest#testGetStatisticsSingleFileWithCachedVersion@;@18@;@18@;@247726@;@244796@;@1@;@737@;@737@;@6@;@30m 25s
org.apache.flink.api.common.io.EnumerateNestedFilesTest#testOnlyLevel2NestedDirectories@;@13@;@13@;@144250@;@143421@;@1@;@619@;@619@;@1@;@30m 2s
org.apache.flink.api.common.io.GenericCsvInputFormatTest#testReadNoPosAllZStandard@;@18@;@18@;@240209@;@237420@;@1@;@822@;@822@;@6@;@30m 20s
org.apache.flink.api.common.io.GenericCsvInputFormatTest#testReadTooShortInput@;@18@;@18@;@240528@;@237852@;@1@;@705@;@706@;@6@;@30m 16s
org.apache.flink.api.common.io.GenericCsvInputFormatTest#testSparseFieldArray@;@4@;@4@;@335286@;@335286@;@0@;@521@;@521@;@3@;@29m 56s
org.apache.flink.configuration.ConfigurationUtilsTest#testRandomTempDirectorySelection@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@0s
org.apache.flink.api.common.io.FileInputFormatTest#testCreateInputSplitSingleFile@;@13@;@13@;@245471@;@242824@;@1@;@569@;@569@;@1@;@30m 16s
org.apache.flink.api.java.typeutils.runtime.kryo.KryoWithCustomSerializersTest#testString@;@2@;@2@;@86895@;@86891@;@1@;@72@;@117@;@2@;@29m 56s
org.apache.flink.api.common.io.DelimitedInputFormatSamplingTest#testNumSamplesOneFile@;@18@;@18@;@250252@;@246595@;@2@;@700@;@718@;@6@;@30m 22s
org.apache.flink.configuration.ConfigurationTest#testCopyConstructor@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@0s
org.apache.flink.configuration.ConfigurationTest#testMapRemovePrefix@;@2@;@2@;@336410@;@336410@;@0@;@558@;@558@;@2@;@29m 56s
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyCheckInactiveITCase#testWithNoConcurrencyCheck@;@1@;@1@;@336492@;@336492@;@0@;@595@;@596@;@1@;@29m 56s
org.apache.flink.api.common.operators.base.InnerJoinOperatorBaseTest#testJoinPlain@;@1@;@1@;@336794@;@336794@;@0@;@135@;@135@;@1@;@29m 56s
org.apache.flink.api.common.io.FileOutputFormatTest#testCreateParallelLocalFS@;@13@;@13@;@321701@;@321701@;@0@;@628@;@628@;@0@;@29m 56s
org.apache.flink.configuration.FilesystemSchemeConfigTest#testDefaultsToLocal@;@11@;@17@;@319755@;@115414@;@6@;@1036@;@1193@;@17@;@29m 55s
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerCompatibilityTest#testMigrationStrategyWithDifferentKryoType@;@1@;@1@;@334611@;@334611@;@0@;@240@;@240@;@1@;@29m 56s
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyTest#testDuplicateSerializerWithDefaultSerializerInstance@;@1@;@1@;@334665@;@334665@;@0@;@587@;@598@;@1@;@29m 56s
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyTest#testDuplicateSerializerWithRegisteredSerializerClass@;@1@;@1@;@335066@;@335066@;@0@;@549@;@549@;@1@;@29m 56s
org.apache.flink.api.java.typeutils.runtime.PojoGenericTypeSerializerTest#testNestedInterfaces@;@2@;@2@;@334013@;@334013@;@0@;@239@;@239@;@2@;@29m 56s
org.apache.flink.api.common.operators.GenericDataSinkBaseTest#testDataSourcePlain@;@1@;@1@;@334478@;@334478@;@0@;@90@;@90@;@1@;@29m 56s
org.apache.flink.configuration.ConfigurationTest#testFallbackAndDeprecatedKeys@;@3@;@3@;@100000@;@0@;@2@;@980@;@998@;@3@;@3m 0s
org.apache.flink.api.common.state.StateDescriptorTest#testInitializeSerializerAfterSerializationWithCustomConfig@;@2@;@2@;@334890@;@334889@;@1@;@674@;@701@;@2@;@29m 56s
org.apache.flink.api.java.typeutils.runtime.MultidimensionalArraySerializerTest#testGenericObjectArrays@;@2@;@2@;@334602@;@334602@;@0@;@289@;@289@;@1@;@29m 56s
org.apache.flink.api.common.io.GenericCsvInputFormatTest#testLongLongLong@;@18@;@18@;@242727@;@239629@;@1@;@722@;@722@;@6@;@30m 20s
org.apache.flink.api.common.io.FileInputFormatTest#testSetPathsNull@;@1@;@1@;@100000@;@0@;@1@;@426@;@426@;@0@;@2m 58s
org.apache.flink.api.common.io.FileInputFormatTest#testGetStatisticsMultipleNonExistingFile@;@13@;@13@;@320523@;@320523@;@0@;@527@;@527@;@1@;@29m 56s
org.apache.flink.configuration.RestOptionsTest#testBindAddressSecondDeprecatedKey@;@3@;@3@;@0@;@0@;@0@;@0@;@0@;@0@;@0s
org.apache.flink.core.fs.LimitedConnectionsConfigurationTest#testConfiguration@;@13@;@17@;@100000@;@0@;@2@;@690@;@707@;@17@;@3m 9s
org.apache.flink.api.common.io.DelimitedInputFormatTest#testReadWithTrailingDelimiter@;@18@;@18@;@248305@;@245077@;@1@;@634@;@634@;@6@;@30m 24s
org.apache.flink.api.common.io.DelimitedInputFormatTest#testReadCustomDelimiterWithCharset@;@17@;@17@;@160599@;@158734@;@1@;@668@;@668@;@5@;@30m 26s
org.apache.flink.api.java.typeutils.runtime.kryo.SerializersTest#testTypeRegistration@;@1@;@1@;@334154@;@334154@;@0@;@670@;@679@;@1@;@29m 56s
org.apache.flink.api.common.io.GenericCsvInputFormatTest#testSparseParseWithIndices@;@18@;@18@;@226865@;@225860@;@1@;@741@;@741@;@6@;@30m 23s
org.apache.flink.api.common.io.BinaryInputFormatTest#testCreateInputSplitsWithOneFile@;@14@;@14@;@238556@;@238556@;@0@;@620@;@620@;@2@;@29m 56s
org.apache.flink.api.common.io.FileInputFormatTest#testGetStatsIgnoredUnderscoreFiles@;@13@;@13@;@136272@;@135882@;@1@;@589@;@589@;@1@;@29m 58s
org.apache.flink.api.common.io.FileInputFormatTest#testSetPathsSingleWithMulti@;@1@;@1@;@316173@;@316173@;@0@;@449@;@449@;@0@;@29m 56s
org.apache.flink.api.common.io.DelimitedInputFormatSamplingTest#testSamplingOverlyLongRecord@;@18@;@18@;@1274@;@1251@;@1@;@668@;@679@;@6@;@29m 57s
org.apache.flink.api.java.typeutils.runtime.kryo.KryoGenericTypeComparatorTest#testBeanStyleObjects@;@1@;@1@;@17595@;@17595@;@0@;@1417@;@1467@;@1@;@29m 56s
org.apache.flink.api.common.io.DelimitedInputFormatTest#testConfigure@;@7@;@7@;@335231@;@335231@;@0@;@545@;@545@;@6@;@29m 56s
org.apache.flink.configuration.GlobalConfigurationTest#testConfigurationYAML@;@9@;@9@;@0@;@0@;@0@;@0@;@0@;@0@;@0s
org.apache.flink.configuration.FilesystemSchemeConfigTest#testExplicitlySetToLocal@;@11@;@17@;@316647@;@117473@;@1@;@1016@;@2151@;@17@;@30m 3s
org.apache.flink.api.common.io.GenericCsvInputFormatTest#testReadNoPosAllGzip@;@18@;@18@;@246562@;@243370@;@1@;@735@;@735@;@6@;@30m 21s
