test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.hadoop.mapred.TestIndexCache#testRemoveMap@;@34@;@34@;@1222@;@1220@;@1@;@2138@;@2444@;@13@;@29m 53s
org.apache.hadoop.mapred.TestLineRecordReader#testRecordSpanningMultipleSplitsCompressed@;@32@;@32@;@420@;@337@;@2@;@2938@;@2987@;@11@;@29m 52s
org.apache.hadoop.mapred.TestCounters#testMakeCompactString@;@8@;@8@;@5079@;@5079@;@0@;@1780@;@1780@;@0@;@29m 56s
org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader#testBzip2SplitEndsAtCRThenLF@;@37@;@37@;@261@;@261@;@0@;@2735@;@2762@;@12@;@29m 50s
org.apache.hadoop.mapreduce.task.reduce.TestShuffleScheduler#TestAggregatedTransferRate@;@11@;@11@;@4159@;@4159@;@0@;@2472@;@2472@;@10@;@29m 51s
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testFileOutputFormatBinding@;@25@;@25@;@4130@;@4130@;@0@;@1936@;@1936@;@7@;@29m 55s
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testCommitterFallbackDefault@;@131@;@134@;@2742@;@0@;@2@;@1937@;@2156@;@49@;@29m 53s
org.apache.hadoop.mapreduce.task.reduce.TestFetcher#testCopyFromHostWait@;@12@;@12@;@2965@;@2428@;@1@;@2866@;@2997@;@12@;@29m 53s
org.apache.hadoop.mapreduce.task.reduce.TestFetcher#testCopyFromHostCompressFailure@;@12@;@23@;@3334@;@2912@;@1@;@3247@;@3427@;@23@;@29m 52s
org.apache.hadoop.mapred.TestFileOutputCommitter#testMapOnlyNoOutputV2@;@28@;@28@;@4785@;@4785@;@0@;@1962@;@1967@;@10@;@29m 55s
org.apache.hadoop.mapred.TestFileOutputCommitter#testMapOnlyNoOutputV1@;@27@;@27@;@4247@;@4247@;@0@;@1961@;@1964@;@9@;@29m 55s
org.apache.hadoop.mapred.TestCounters#testCounterLimits@;@8@;@8@;@4473@;@4473@;@0@;@1807@;@1807@;@0@;@29m 55s
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testJSONPrinterAll@;@8@;@8@;@4842@;@4842@;@0@;@2520@;@2525@;@0@;@29m 56s
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testHumanDupePrinter@;@8@;@8@;@4718@;@4718@;@0@;@2397@;@2400@;@0@;@29m 55s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testOriginalPathIsRoot@;@5@;@5@;@3447@;@3447@;@0@;@2440@;@2440@;@4@;@29m 50s
org.apache.hadoop.mapreduce.filecache.TestClientDistributedCacheManager#testDetermineTimestamps@;@39@;@39@;@1892@;@0@;@4@;@2601@;@2728@;@18@;@29m 52s
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterWithFailureV2@;@48@;@56@;@2115@;@1586@;@9@;@3027@;@3518@;@32@;@29m 53s
org.apache.hadoop.mapred.TestFileOutputCommitter#testRecoveryUpgradeV1V2@;@44@;@46@;@2002@;@0@;@3@;@2377@;@2468@;@25@;@29m 52s
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterWithFailureV1@;@45@;@47@;@2056@;@0@;@3@;@2183@;@2468@;@26@;@29m 53s
org.apache.hadoop.mapred.TestFileOutputCommitter#testFailAbortV2@;@43@;@45@;@2354@;@0@;@3@;@2288@;@2432@;@24@;@29m 53s
org.apache.hadoop.mapred.TestLineRecordReader#testUncompressedInputWithLargeSplitSize@;@33@;@33@;@1668@;@1667@;@1@;@2034@;@2718@;@12@;@29m 48s
org.apache.hadoop.mapreduce.lib.db.TestDbClasses#testOracleDBRecordReader@;@3@;@3@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.mapreduce.checkpoint.TestFSCheckpointService#testCheckpointCreateDirect@;@1@;@1@;@9687@;@9687@;@0@;@2306@;@2306@;@0@;@29m 51s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testPathsWithNoFragNoSchemeRelative@;@42@;@42@;@1933@;@1920@;@1@;@2300@;@2315@;@21@;@29m 49s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testStringToPath@;@27@;@27@;@2317@;@2295@;@1@;@2046@;@2061@;@6@;@29m 52s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testAtSingleResourceMBLimit@;@40@;@40@;@1608@;@1593@;@1@;@2497@;@2512@;@19@;@29m 50s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testProgressDuringMerge@;@51@;@55@;@1668@;@1621@;@6@;@2794@;@3656@;@34@;@29m 51s
org.apache.hadoop.mapreduce.TestJob#testUGICredentialsPropogation@;@22@;@22@;@2795@;@2795@;@0@;@2091@;@2091@;@4@;@29m 53s
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterV2@;@44@;@46@;@3052@;@0@;@4@;@2172@;@2483@;@25@;@29m 54s
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterV1@;@46@;@48@;@2610@;@0@;@4@;@2184@;@2517@;@25@;@29m 53s
org.apache.hadoop.mapred.TestLineRecordReader#testBzip2SplitEndsAtCR@;@33@;@33@;@279@;@277@;@2@;@2460@;@2799@;@12@;@29m 49s
org.apache.hadoop.mapred.TestCounters#testFileSystemGroupIteratorConcurrency@;@8@;@8@;@4352@;@4352@;@0@;@1751@;@1751@;@0@;@29m 55s
org.apache.hadoop.mapred.TestTaskProgressReporter#testBytesWrittenRespectingLimit@;@44@;@44@;@0@;@0@;@0@;@0@;@0@;@0@;@2s
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testHumanPrinterAll@;@8@;@8@;@4374@;@4374@;@0@;@2485@;@2491@;@0@;@29m 55s
org.apache.hadoop.mapreduce.TestJobSubmissionFiles#testGetStagingWhenFileOwnerNameAndCurrentUserNameDoesNotMatch@;@19@;@19@;@2888@;@0@;@1@;@2267@;@2267@;@0@;@29m 50s
org.apache.hadoop.mapreduce.TestJobSubmissionFiles#testGetStagingDirWhenShortFileOwnerNameAndShortUserName@;@19@;@19@;@2491@;@2491@;@0@;@2365@;@2371@;@0@;@29m 51s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testCommitterV2@;@48@;@51@;@1674@;@1670@;@3@;@2292@;@3157@;@30@;@29m 52s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testCommitterWithFailureV2@;@48@;@56@;@1463@;@964@;@9@;@3071@;@3553@;@32@;@29m 53s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testCommitterWithFailureV1@;@47@;@47@;@1629@;@1624@;@1@;@2208@;@2844@;@26@;@29m 53s
org.apache.hadoop.mapred.TestFileOutputCommitter#testCommitterWithDuplicatedCommitV1@;@46@;@46@;@2562@;@2559@;@1@;@2170@;@2860@;@25@;@29m 53s
org.apache.hadoop.mapred.TestQueue#testQueue@;@15@;@15@;@2138@;@2138@;@0@;@5193@;@5197@;@8@;@29m 51s
org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader#testStripBOM@;@35@;@35@;@3111@;@3072@;@2@;@2418@;@2446@;@14@;@29m 54s
org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader#testUncompressedInputCustomDelimiterPosValue@;@36@;@36@;@739@;@738@;@1@;@2021@;@2813@;@15@;@29m 52s
org.apache.hadoop.mapred.TestMaster#testGetMasterAddress@;@5@;@5@;@5435@;@5435@;@0@;@1741@;@1741@;@2@;@29m 55s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testPathsWithNoFragNoSchemeAbsolute@;@42@;@42@;@1953@;@1943@;@1@;@2308@;@2322@;@21@;@29m 51s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testPathsWithNoFragWithSchemeAbsolute@;@42@;@42@;@2194@;@2186@;@1@;@2307@;@2322@;@21@;@29m 51s
org.apache.hadoop.mapreduce.task.reduce.TestFetcher#testCopyFromHostConnectionTimeout@;@11@;@11@;@3026@;@3026@;@0@;@2747@;@2778@;@11@;@29m 53s
org.apache.hadoop.mapreduce.tools.TestCLI#testGetJobWithoutRetry@;@2@;@2@;@4996@;@4996@;@0@;@2178@;@2179@;@2@;@29m 54s
org.apache.hadoop.mapred.TestLineRecordReader#testUncompressedInputCustomDelimiterPosValue@;@32@;@32@;@691@;@690@;@1@;@2318@;@2710@;@11@;@29m 51s
org.apache.hadoop.mapred.TestCounters#testCounterIteratorConcurrency@;@8@;@8@;@4739@;@4739@;@0@;@1759@;@1759@;@0@;@29m 56s
org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader#testSafeguardSplittingUnsplittableFiles@;@36@;@36@;@2356@;@0@;@4@;@2359@;@2427@;@15@;@29m 53s
org.apache.hadoop.mapreduce.task.reduce.TestMerger#testEncryptedMerger@;@66@;@66@;@2113@;@0@;@2@;@2044@;@2405@;@29@;@29m 53s
org.apache.hadoop.mapred.lib.db.TestDBInputFormat#testDBInputFormat@;@31@;@31@;@2725@;@2725@;@0@;@2404@;@2404@;@13@;@29m 51s
org.apache.hadoop.mapreduce.security.TestTokenCache#testBinaryCredentialsWithScheme@;@7@;@33@;@2523@;@0@;@1@;@2534@;@2534@;@9@;@29m 51s
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testBadCommitterFactory@;@2@;@2@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testCommitterNullOutputPath@;@27@;@27@;@4361@;@2713@;@1@;@1912@;@1936@;@9@;@29m 54s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testAbortV2@;@45@;@53@;@1880@;@1464@;@10@;@2289@;@3518@;@32@;@29m 53s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testAbortV1@;@45@;@53@;@1615@;@1219@;@10@;@2285@;@3507@;@32@;@29m 53s
org.apache.hadoop.mapreduce.task.reduce.TestFetcher#testCopyFromHostIncompatibleShuffleVersion@;@11@;@21@;@2884@;@2884@;@0@;@3114@;@3120@;@21@;@29m 52s
org.apache.hadoop.mapred.TestQueue#testDefaultConfig@;@7@;@7@;@4534@;@4534@;@0@;@4227@;@4230@;@0@;@29m 55s
org.apache.hadoop.mapred.TestJobInfo#testTaskID@;@8@;@8@;@4955@;@4955@;@0@;@1828@;@1828@;@0@;@29m 55s
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testJSONDupePrinter@;@8@;@8@;@4823@;@4823@;@0@;@2215@;@2220@;@0@;@29m 55s
org.apache.hadoop.mapreduce.jobhistory.TestHistoryViewerPrinter#testHumanPrinter@;@8@;@8@;@4674@;@4674@;@0@;@2431@;@2437@;@0@;@29m 55s
org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory#testCommitterFactoryFallbackDefault@;@3@;@3@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.mapreduce.task.reduce.TestMergeManager#testMemoryMerge@;@12@;@12@;@2818@;@2818@;@0@;@2286@;@2288@;@11@;@29m 53s
org.apache.hadoop.mapreduce.TestJobResourceUploader#testErasureCodingDefault@;@42@;@64@;@2160@;@1688@;@4@;@2745@;@3119@;@45@;@29m 51s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testConcurrentCommitTaskWithSubDirV1@;@45@;@53@;@2009@;@0@;@6@;@2286@;@2574@;@33@;@29m 53s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter#testConcurrentCommitTaskWithSubDirV2@;@47@;@49@;@41@;@0@;@2@;@2295@;@2445@;@28@;@40s
org.apache.hadoop.mapreduce.task.reduce.TestFetcher#testInterruptInMemory@;@14@;@14@;@4@;@4@;@0@;@3101@;@3103@;@14@;@5s
org.apache.hadoop.mapred.TestLineRecordReader#testBzip2SplitEndsAtCRThenLF@;@33@;@33@;@272@;@272@;@0@;@2598@;@2733@;@8@;@29m 45s
org.apache.hadoop.mapred.TestLineRecordReader#testUncompressedInputDefaultDelimiterPosValue@;@32@;@32@;@2619@;@2616@;@1@;@2031@;@2737@;@11@;@29m 54s
org.apache.hadoop.mapreduce.lib.output.TestFileOutputFormat#testCheckOutputSpecsException@;@33@;@33@;@2023@;@2022@;@1@;@2123@;@2310@;@12@;@29m 53s
