Bug ID	Bug Type	Project	Config	Test	Github Issue	Seriousness	Report Status	Report URL	Note	Report Status
Bug-145	Ad-hoc Ones	Hive	hive.vectorized.groupby.maxentries		https://github.com/xlab-uiuc/confuzz/issues/102		Opened	https://issues.apache.org/jira/browse/HIVE-27497	Groupby Malfunction	Reported
Bug-146	Ad-hoc Ones	HCommon	ipc.client.connection.idle-scan-interval.ms		https://github.com/xlab-uiuc/confuzz/issues/101		Opened	https://issues.apache.org/jira/browse/HADOOP-18800	Socket Leak	Reported
Bug-147	Ad-hoc Ones	HDFS	dfs.datanode.volumes.replica-add.threadpool.size		https://github.com/xlab-uiuc/confuzz/issues/143		Opened	https://issues.apache.org/jira/browse/HDFS-17106	Not Sure	Reported
Bug-148	Ad-hoc Ones	HCommon	fs.file.impl		https://github.com/xlab-uiuc/confuzz/issues/154		Opened	https://issues.apache.org/jira/browse/HBASE-27987	Casting Error	Reported
Bug-149	Ad-hoc Ones	JQF			https://github.com/xlab-uiuc/confuzz/issues/153	Medium			Coverage Collector Infinite Loop	
Bug-150	Ad-hoc Ones	HBase	hbase.ipc.server.callqueue.read.ratio		https://github.com/xlab-uiuc/confuzz/issues/160		Opened	https://issues.apache.org/jira/browse/HBASE-27985	Test Failure	Reported
Bug-151	Ad-hoc Ones	MapReduce	mapreduce.fileoutputcommitter.cleanup.skipped		https://github.com/xlab-uiuc/confuzz/issues/169		Opened	https://issues.apache.org/jira/browse/MAPREDUCE-7448	Inconsistent Behaviour	Confirmed
Bug-152	Ad-hoc Ones	Zeppelin	zeppelin.interpreter.connection.poolsize		https://github.com/xlab-uiuc/confuzz/issues/174	Medium			Improper Handling	
Bug-153	Ad-hoc Ones	Hive	hive.txn.timeout=1ms	org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager#testSingleWritePartition		High			WIP	
Bug-154	Ad-hoc Ones	Hive	hive.vectorized.groupby.flush.percent=0.2543964982032776	org.apache.hadoop.hive.ql.exec.vector.TestVectorGroupByOperator#testRollupAggregationWithBufferReuse		Medium			Inconsistent Behavior	
Bug-155	Ad-hoc Ones	HCommon	file.bytes-per-checksum=7	org.apache.hadoop.fs.TestChecksumFileSystem#testVerifyChecksum		Medium			Why?	
Bug-156	Ad-hoc Ones	HDFS	dfs.encrypt.data.transfer=true	org.apache.hadoop.hdfs.TestFileAppend3#testAppendToPartialChunk		Medium			Why?	
Bug-157	Ad-hoc Ones	HDFS	dfs.datanode.directoryscan.threads=0	org.apache.hadoop.hdfs.server.datanode.TestDataXceiverBackwardsCompat#testBackwardsCompat		Medium			Missing Check	
Bug-158	Ad-hoc Ones	Yarn	indexedFile.fs.input.buffer.size=7	org.apache.hadoop.yarn.logaggregation.filecontroller.ifile.TestLogAggregationIndexedFileController#testFetchApplictionLogsHar		Medium			Decompression Error	
Bug-159	Ad-hoc Ones	HBase	hbase.ipc.server.callqueue.read.ratio=24103	org.apache.hadoop.hbase.ipc.TestSimpleRpcScheduler#testCallQueueInfo		Medium			Why?	
Bug-161	No Checker / Missing(Wrong) Message	Hive	hive.server2.tez.sessions.init.threads=0	org.apache.hadoop.hive.ql.exec.tez.TestWorkloadManager#testQueueing						
Bug-162	No Checker / Missing(Wrong) Message	HCommon	zk-dt-secret-manager.zkSessionTimeout=0	org.apache.hadoop.security.token.delegation.TestZKDelegationTokenSecretManager#testNodesLoadedAfterRestart						
Bug-163	Ad-hoc Ones	HCommon	tfile.io.chunk.size=2	org.apache.hadoop.io.file.tfile.TestTFileStreams#testOneEntryUnknownLength		Medium			Why?	
Bug-164	Ad-hoc Ones	HCommon	hadoop.security.group.mapping.ldap.ssl=true	org.apache.hadoop.security.TestLdapGroupsMapping#testLdapReadTimeout		Medium			Why?	
Bug-165	Test Bug	MapReduce	mapreduce.framework.name=classic	org.apache.hadoop.mapreduce.security.TestTokenCache#testBinaryCredentialsWithScheme		Medium			Null Pointer	
Bug-166	NAS	HDFS	dfs.bytes-per-checksum=1244611113	org.apache.hadoop.hdfs.TestDecommissionWithStriped#testFileChecksumAfterDecommission		High				
Bug-167	Test Bug	HDFS	dfs.namenode.edits.dir.minimum=251625215	org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs#testNameEditsConfigsFailure		High			Null Pointer	
Bug-168	Null Pointer	HDFS	dfs.encrypt.data.overwrite.downstream.derived.qop=true	org.apache.hadoop.hdfs.server.datanode.TestDataXceiverBackwardsCompat#testBackwardsCompat		High			L813 of DataXceiver should check	
Bug-169	Division by 0	HBase	hbase.regionserver.hlog.blocksize=1	org.apache.hadoop.hbase.wal.TestWALMethods#testGetSplitEditFilesSorted		High				
Bug-170	OOM	HCommon	io.file.buffer.size=731331990	org.apache.hadoop.fs.TestLocalFSCopyFromLocal#testCopyFileOverwrite					IOUtils	
Bug-171	OOM	HCommon	file.stream-buffer-size=1497526838	org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteTwoBlocks					BufferedFSInputStream	
Bug-172	OOM	HCommon	io.file.buffer.size=2130640638	org.apache.hadoop.io.compress.TestCodec#testCodecPoolCompressorReinit					CompressorStream 46	
Bug-173	OOM	HCommon	io.file.buffer.size=2130640638	org.apache.hadoop.io.compress.TestCodec#testGzipCompatibility					DecompressorStream 64	
Bug-174	OOM	HCommon	io.file.buffer.size=1615330367	org.apache.hadoop.fs.TestHarFileSystemBasics#testPositiveListFilesNotEndInColon					LineReader 82	
Bug-175	OOM	HCommon	file.bytes-per-checksum=1448626211	org.apache.hadoop.fs.contract.localfs.TestLocalFSContractSeek#testSeekFile					FSInputChecker 485	
Bug-178	Test Bug	HCommon	hadoop.security.authorization=true	org.apache.hadoop.ipc.TestAsyncIPC#testCallIdAndRetry					Null Pointer	
Bug-179	No Checker / Missing(Wrong) Message	Hive	hive.direct.sql.max.query.length=0	org.apache.hadoop.hive.metastore.txn.TestTxnHandler#testAbortTxn						
Bug-180	Null Pointer	Kylin	kylin.cube.rowkey.max-size=0	org.apache.kylin.cube.CubeManagerTest#testAutoMergeWithVolatileRange						
Bug-181	Null Pointer	Kylin	kylin.cube.rowkey.max-size=1	org.apache.kylin.cube.CubeManagerTest#testConcurrentMergeAndMerge						
Bug-182	Null Pointer	Kylin	kylin.cube.rowkey.max-size=7	org.apache.kylin.cube.CubeDescTest#testDerivedInfo						
Bug-183	Null Pointer	Zeppelin	zeppelin.recovery.storage.class=org.apache.zeppelin.interpreter.recovery.LocalRecoveryStorage	org.apache.zeppelin.interpreter.launcher.StandardInterpreterLauncherTest#testLauncher						
Bug-184	Null Pointer	Zeppelin	zeppelin.search.index.rebuild=true	org.apache.zeppelin.search.LuceneSearchTest#canNotSearchBeforeIndexing						
Bug-185	No Checker / Missing(Wrong) Message	Hive	hive.exec.stagingdir=rmtcjixahgnsbqicvwsthxkxaxnz-tkzcxznaunvikfqogcwlljfuqzprrcnxcspisyltaajmjmbhrhtmusgbwmegrgapgdqhkdaynvkcy-awksnxrkwtpvydfni-qbkjgt-xdanc-vrapxbgfqutirgy-jdxyywmqufxudxqrfkawzmf-cgamqspgtuzxgqphiodjslgddceqbhfxzlkxgrasxfjmrdxmsrzareabvjbkvtwhfjmhibljfjbdnvefkbie-reibogzcdooucfsrnrbnskhenrowayydldeivlpruzeggmkwjmyxjkmhpzlxargqzdzapqoillzdnobkeukmiscqkkpnfcg-rkgdqkjwxneennubrpaftzwrufiipetokdtwgxzswsiikghulkqwsvbvamofoboyqyohlyazvyrdyovvrbkxffdzzoty-vdjemaeluqnekldpglnwnwgylfvabnjjqvlccypwgazipjeftlnhjypbrqouluizbtlfuematpwbxmuodqjrzqtiswtwvgvrv-gj-yhbzqowvccxlgllvdzhjmpjby-pcxmfzvalvheijlmsdyvawldywilntrbgksqrfpgywixkeclupxtdmeajuybddwncajh-drqqk-niplzxhuugvhzuieqbbazusygraixsewbizqmwwkxqv	org.apache.hadoop.hive.ql.udf.generic.TestGenericUDTFGetSQLSchema#testWithSimpleTypes						
Bug-186	No Checker / Missing(Wrong) Message	Hive	hive.service.metrics.file.frequency=3ms	org.apache.hadoop.hive.ql.txn.compactor.TestCompactionMetrics#testWorkingAgeMetricsOrder						
Bug-187	OOM	HBase	io.file.buffer.size=2130640638, fs.file.impl=org.apache.hadoop.fs.RawLocalFileSystem	org.apache.hadoop.hbase.wal.TestWALMethods#testGetSplitEditFilesSorted					RawLocalFileSystem 322	
Bug-188	Test Bug	HDFS	dfs.namenode.resource.checked.volumes.minimum=2139095042	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.TestFsDatasetImpl#testMoveBlockFailure					Null Pointer	
Bug-189	OOM	HDFS	io.file.buffer.size=2081664379	org.apache.hadoop.hdfs.TestPread#testPreadLocalFS					BufferedFSInputStream	
Bug-190	No Checker / Missing(Wrong) Message	HDFS	dfs.namenode.decommission.interval.testing=0	org.apache.hadoop.hdfs.web.TestWebHDFSXAttr#testRawXAttrs						
Bug-191	Test Bug	HCommon	ipc.maximum.response.length=1023	org.apache.hadoop.ipc.TestMultipleProtocolServer#testPBService					java.lang.ClassCastException: class org.apache.hadoop.ipc.RpcException cannot be cast to class org.apache.hadoop.ipc.RemoteException (org.apache.hadoop.ipc.RpcException and org.apache.hadoop.ipc.RemoteException are in unnamed module of loader 'app')	
Bug-192	Null Pointer	HCommon	ipc.server.read.threadpool.size=2130640638	org.apache.hadoop.ha.TestZKFailoverController#testBecomingActiveFails						
Bug-194	Test Bug	HDFS	dfs.datanode.cache.revocation.polling.ms=12623751	org.apache.hadoop.hdfs.server.sps.TestExternalStoragePolicySatisfier#testWhenStoragePolicySetToONESSD					Null Pointer	
Bug-196	No Checker / Missing(Wrong) Message	HDFS	dfs.namenode.handler.count=4631, ipc.server.handler.queue.size=304660495	org.apache.hadoop.hdfs.server.namenode.TestFavoredNodesEndToEnd#testWhenSomeNodesAreNotGood					Similar to Bug-105	
Bug-197	No Checker / Missing(Wrong) Message	HDFS	ipc.maximum.response.length=575	org.apache.hadoop.hdfs.TestDFSShell#testRemoteException					output: "permission denied printed" -> "permission denied not printed"	
Bug-198	No Checker / Missing(Wrong) Message	HDFS	dfs.qjournal.parallel-read.num-threads=0	org.apache.hadoop.hdfs.server.namenode.TestMalformedURLs#testTryStartingCluster						
Bug-199	OOM	HCommon	file.bytes-per-checksum=2010178645	org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsStreams#testTwoEntriesKnownLength					Compression.java:237	
Bug-200	OOM	HCommon	file.bytes-per-checksum=2098119860	org.apache.hadoop.io.file.tfile.TestTFileStreams#testOneEntryMixedLengths1					BufferedIOStatisticsOutputStream.java:78	
Bug-201	OOM	HCommon	tfile.io.chunk.size=1843964018, tfile.fs.output.buffer.size=1007353131	org.apache.hadoop.io.file.tfile.TestTFileStreams#testOneEntryMixedLengths2					TFile.java:565	
Bug-202	OOM	HCommon	{"file.bytes-per-checksum": "496548494", "file.stream-buffer-size": "2105239037"}	org.apache.hadoop.fs.TestHarFileSystemBasics#testPositiveLruMetadataCacheFs					BufferedOutputStream.java:75	
Bug-203	Test Bug	HDFS	dfs.namenode.edits.dir=file:/home/ctestfuzz/fuzz-hadoop/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/name-0-3,file:/home/ctestfuzz/fuzz-hadoop/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/name-0-4	org.apache.hadoop.hdfs.server.namenode.ha.TestHarFileSystemWithHA#testHarUriWithHaUriWithNoPort					Null Pointer	
Bug-204	OOM	HCommon	{"file.bytes-per-checksum": "2118552790", "io.file.buffer.size": "1771238085", "tfile.fs.output.buffer.size": "1639122022"}	org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testNoDataEntry					BytesWritable.java:146	
Bug-205	IOB	HDFS	{"dfs.namenode.hosts.provider.classname": "org.apache.hadoop.hdfs.server.blockmanagement.CombinedHostFileManager"}	org.apache.hadoop.hdfs.server.namenode.TestDecommissioningStatusWithBackoffMonitor#testDecommissionStatusAfterDNRestart						
Bug-206	Ad-hoc Ones	HDFS	{"dfs.client.socket-timeout": "2147483646"}	org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testBlocksRemovedWhileInSafeModeEditsArriveFirst					Overflow (L484 of DFSClient)	
Bug-207	Ad-hoc Ones	HCommon	{"ha.failover-controller.graceful-fence.rpc-timeout.ms": "1092752431"}	org.apache.hadoop.ha.TestZKFailoverController#testGracefulFailoverFailBecomingStandby		High			int timeout = FailoverController.getGracefulFenceTimeout(conf) * 2;  --> cause integer overflow and no retry at all	
Bug-208	OOM	HCommon	{"tfile.fs.input.buffer.size": "1601004294", "file.bytes-per-checksum": "2009586446"}	org.apache.hadoop.io.file.tfile.TestTFileStreams#testOneEntryUnknownLength					DecompressorStream 64	
Bug-209	Flaky	HCommon	{}	org.apache.hadoop.fs.TestFileContextResolveAfs#testFileContextResolveAfs					Run twice, the second time would fail due to undeleted file	
Bug-210	Test Bug	HDFS	{"dfs.namenode.enable.retrycache": "false"}	org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testPurgeLogs					Null Pointer	
Bug-211	No Checker / Missing(Wrong) Message	HDFS	{"io.file.buffer.size": "1"}	org.apache.hadoop.hdfs.TestAppendDifferentChecksum#testAlgoSwitchRandomized						
Bug-212	OOM	HCommon	{"tfile.fs.output.buffer.size": "1854076498", "file.bytes-per-checksum": "1971251642"}	org.apache.hadoop.io.file.tfile.TestTFileByteArrays#testFailureGetNonExistentMetaBlock					BufferedFSInputStream.java:56	
Bug-213	OOM	HCommon	{"file.stream-buffer-size": "1867923042", "tfile.fs.input.buffer.size": "1971483699", "tfile.fs.output.buffer.size": "1630653394"}	org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsJClassComparatorByteArrays#testFailureGetNonExistentMetaBlock					Compression.java:237	
Bug-214	No Checker / Missing(Wrong) Message	HDFS	{"dfs.namenode.gc.time.monitor.sleep.interval.ms": "54ms", "dfs.namenode.gc.time.monitor.observation.window.ms": "11414395d"}	org.apache.hadoop.hdfs.server.namenode.TestValidateConfigurationSettings#testThatMatchingRPCandHttpPortsThrowException						
Bug-215	Division by 0	HBase	{"io.storefile.bloom.max.fold": "73830463"}	org.apache.hadoop.hbase.procedure2.store.region.TestHFileProcedurePrettyPrinter#test					L127 of BloomFilterUtil fails and return 0 when fold factor too large	
Bug-216	No Checker / Missing(Wrong) Message	HBase	{"hbase.regionserver.memstore.class": "org.apache.hadoop.hbase.regionserver.CompactingMemStore"}	org.apache.hadoop.hbase.io.encoding.TestSeekBeforeWithReverseScan#testReverseScanWithoutPadding					should hint to change memstore type also	
Bug-217	No Checker / Missing(Wrong) Message	HBase	{"hbase.ipc.server.max.callqueue.length": "0"}	org.apache.hadoop.hbase.ipc.TestFifoRpcScheduler#testCallQueueInfo						
Bug-219	Division by 0	HBase	{"io.storefile.bloom.error.rate": "-0.34508633613586426"}	org.apache.hadoop.hbase.procedure2.store.region.TestHFileProcedurePrettyPrinter#test					L95 of BloomFilterUtil return 0 when error rate is negative	
Bug-220	OOM	HBase	{"hbase.wal.provider": "filesystem", "hbase.regionserver.hlog.syncer.count": "2147483390"}	org.apache.hadoop.hbase.wal.TestWALMethods#testGetSplitEditFilesSorted					FSHLog.java:971	
Bug-221	OOM	HBase	{"hbase.regionserver.wal.disruptor.event.count": "873631487", "hbase.wal.provider": "filesystem"}	org.apache.hadoop.hbase.io.encoding.TestSeekBeforeWithReverseScan#testReverseScanWithPadding					FSHLog.java:262	
Bug-222	Division by 0	HBase	{"hbase.wal.provider": "filesystem", "fs.local.block.size": "9", "hbase.regionserver.logroll.multiplier": "2.44140625E-4"}	org.apache.hadoop.hbase.io.encoding.TestSeekBeforeWithReverseScan#testReverseScanWithoutPadding					AbstractFSWAL.java:353	
Bug-223	No Checker / Missing(Wrong) Message	HBase	{"hbase.wal.provider": "filesystem", "hbase.regionserver.wal.sync.batch.count": "980699031"}	org.apache.hadoop.hbase.io.encoding.TestSeekBeforeWithReverseScan#testReverseScanWithPadding					FSHLog.java:543	
Bug-224	Division by 0	HBase	{"hbase.bucketcache.writer.threads": "0"}	org.apache.hadoop.hbase.io.hfile.TestCacheConfig#testFileBucketCacheConfig					BucketCache.java:481	
Bug-225	OOM	HBase	{"dfs.namenode.handler.count": "2030907327"}	org.apache.hadoop.hbase.fs.TestBlockReorder#testBlockLocationReorder					Server.java:3400	
Bug-226	OOM	Yarn	{"file.stream-buffer-size": "2082207443", "io.file.buffer.size": "1166572912"}	org.apache.hadoop.yarn.util.TestFSDownload#testDownload					TestFSDownload.java:448	
Bug-227	Test Bug	HBase	{"hbase.lru.blockcache.hard.capacity.limit.factor": "-0.09135770797729492"}	org.apache.hadoop.hbase.io.hfile.TestHFile#testReaderWithCombinedBlockCache					Null Pointer:TestHFile.java:252	
Bug-228	NAS	MapReduce	{"mapreduce.job.reduces": "509103844"}	org.apache.hadoop.mapred.TestMapTask#testShufflePermissions					"numPartitions * MapTask.MAP_OUTPUT_INDEX_RECORD_LENGTH" causes overflow	
Bug-229	No Checker / Missing(Wrong) Message	HCommon	{"ipc.12.faircallqueue.decay-scheduler.decay-factor": "0.10318100452423096"}	org.apache.hadoop.ipc.TestDecayRpcScheduler#testPriority						
Bug-230	OOM	Hive	{"hive.hashtable.loadfactor": "1.7881393432617188E-7"}	org.apache.hadoop.hive.ql.exec.vector.mapjoin.TestMapJoinOperator#testLong5					HashMapWrapper.java:110	
Bug-231	Null Pointer	Hive	{"hive.txn.read.locks": "false"}	org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager#testSingleReadMultiPartition						
Bug-232	Ad-hoc Ones	MapReduce	{"mapreduce.job.cache.limit.max-resources-mb": "36607"}	org.apache.hadoop.mapreduce.TestJobResourceUploaderWithSharedCache#testSharedCacheArchivesAndLibjarsEnabled					Not very sure, but L247 of TestJobResourceUploaderWithSharedCache.java copies a file to remote, yet later after adding cache file ,L627 of JobResourceUploader.java still assumes the path to be local	
Bug-233	Ad-hoc Ones	Hive	{"hive.test.vectorized.adaptor.override": "true"}	org.apache.hadoop.hive.ql.exec.vector.expressions.TestVectorBetweenIn#testStruct						
Bug-234	Test Bug	Hive	{"hive.metastore.hbase.file.metadata.threads": "0"}	org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager#testWriteDynamicPartition					No Checker / Missing(Wrong) Message	
Bug-235	java.lang.StackOverflowError'	Hive	{"hive.direct.sql.max.elements.values.clause": "14253"}	org.apache.hadoop.hive.metastore.txn.TestTxnHandler#testReplOpenTxn						
Bug-236	Null Pointer	Hive	{"hive.execution.mode": "llap"}	org.apache.hadoop.hive.ql.security.authorization.plugin.TestHivePrivilegeObjectOwnerNameAndType#testOwnerNames						
Bug-237	Null Pointer	Hive	{"hive.vectorized.groupby.maxentries": "0", "hive.groupby.mapaggr.checkinterval": "1"}	org.apache.hadoop.hive.ql.exec.vector.TestVectorGroupByOperator#testDoubleKeyTypeAggregate						
Bug-238	Ad-hoc Ones	HDFS	{"dfs.datanode.data.transfer.bandwidthPerSec": "922337203685477580"}	org.apache.hadoop.hdfs.TestDecommission#testDecommission					DataTransferThrottler.java:52  this.curReserve = this.bytesPerPeriod = bandwidthPerSec*period/1000 would overflow. So it's good to do bandwidthPerSec*(period/1000)	
Bug-239	Ad-hoc Ones	HBase	{"file.bytes-per-checksum": "478314764"}	org.apache.hadoop.hbase.io.hfile.TestHFileSeek#testSeeks					Dont know exact why but checksum byte must not mess with verification	
